text_processed,sentiment,label,score,text_length,word_count
antek asing propaganda asing hanya berlaku pada rakyatnya sendiri,Negatif,0,-4,69,10
tragedi karena antek asing,Negatif,0,-2,29,5
tetap independen tempo,Netral,1,0,27,4
prabowo presiden paling top,Netral,1,0,27,4
zonk bener dimintai pendapat sedikit aja gak paham,Positif,2,1,51,8
antek asing tuh siapa wo sebut namanya sebut negara nya,Negatif,0,-2,58,10
tarulah ada jt rakyat indonesia dan asli rakyat biasa kepala negara dan bawahannya pastinya yang jadi antek asing ya yang karena mereka yang punya akses dan punya agenda,Negatif,0,-2,183,31
mulyono ternak nya luhut jelas,Negatif,0,-1,35,5
yg lari ke ln ribuan trilyun lahhhh yg diembat pejabat dan kroninya mungkin jauh lbh besarrr,Netral,1,0,95,16
kmrn yg dekat dengan trump siapa ya,Negatif,0,-1,41,8
lah kan bowo sndri yg kerja sama dg antek aseng,Negatif,0,-1,47,10
tambang tambang digadai ke asing utang gak ngotak bayar bunga ke asing sawit gak bayar pajak bayar pajaknya ke asing juga judol markas di asing juga memang ke asing semua tapi pelaku utamanya manusia korup di indo memang tiap generesi ada tapi di periode jokorup membludak yang sekarang seluruh pejabatnya masih sama cuma prabowo doang yang ganti,Negatif,0,-6,354,56
subversif ala ala,Netral,1,0,17,3
hey antek jkw,Negatif,0,-1,14,3
emang negara jujur negara ga korupsi ga ada obat nya hidup jokowi hidup antex antex asing dia aja menang pilpres dari bantuan antex antex asing hehehehahah yg satu omon omon dan yg satu nya lagi planga plongo menuju negara emas,Negatif,0,-5,248,42
yakin tempo bukan antek asing sekarang kalau gua sih ngak yakin salam waras dari qatar,Negatif,0,-3,99,18
presiden kita ini banyak d batasi ttg informasi oleh lingkarannya sendiri,Positif,2,1,79,11
masih percaya omongan nya ancaman antek asing koq rajin keluar negeri,Negatif,0,-2,78,11
nyebut dirinya sendiri kah,Netral,1,0,27,4
fungsi bin dan uu ite apaan hal kek gini mesti membentuk lembaga baru dan rapat ga jelas ujung ujungnya ga guna plus ngabisin anggaran lagi,Positif,2,1,147,24
prabowo sama jokowi sama aja jgn percaya cocotnya prabowo,Positif,2,1,63,11
kaidah pemerintah skrg itu buruk rupa cermin dibelah alias blaming others,Netral,1,0,74,11
mungkin dimaksud prabowo antek asing itu bukan nagara tp perorangan kelompok brows,Negatif,0,-2,82,11
ibarat sebuah keluarga klo diki nyalahi tetangganya pdhl si kepala keluarganya ndak kompeten yo repot,Netral,1,0,108,15
niice tempo co,Netral,1,0,14,3
diskusi oke as usual tapi unrelated set nya bisa diubah dikit gak ya heheh kok kayaknya malah gloomy gitu apa karena warna catnya atau lightingnya,Netral,1,0,157,25
yg nyata merusak negriadalah antek bangsa sendiri contohnya kasus dana haji kasus laptop disdik,Negatif,0,-4,99,14
pemerintah rupanya sdh terjangkit penyakit delusional senilisme terutama setelah pembentukan kabinet super jumbo pemungutan istilah orba spt antek asing nunggu tahun kok lama banget ya,Negatif,0,-4,191,26
presiden omon omon hasil nol koma,Netral,1,0,34,5
semakin pesimis dg pemerintahan sa at ini semoga kedepan ada pmimpin yg bnar pduli pd rkyatnya,Positif,2,1,96,15
tempatnya lebih bagus yg tempat lama,Netral,1,0,36,6
dirinya yg jd antek asing dan jongos geng solo malah nuduh oposan jd antek asing sudahlah gak usah koar terus fokus hukum mati dan miskinkan koruptor itu sj yg rakyat tunggu buktikan bos,Negatif,0,-3,195,28
auto nonton sebelum ditakedown lagi wqwqwqw,Netral,1,0,43,6
banyakk contoh negara klau sudah di masukin asing trus mnerus gk bakalan maju dan bubar lama kelamaan negra ini,Negatif,0,-1,111,19
yg jadi masalah bukan orang asing nya tapi pejabat negara ini pa,Negatif,0,-2,70,12
smg aj perang dunia sgr agr cpt ber ahir jd dpr mpr nt d depan melwan musuh bw bmbu runcing mntp,Negatif,0,-2,99,21
gaaas aja lah pak wo,Netral,1,0,21,5
antek asing tapi yg teriak selalu mengekor,Negatif,0,-3,42,7
terbukti indo ini tdk cocok jd negara merdeka saja per pulau pejabatnya byk yg inkompetensi dan tdk berintegritas lbh sayang sm pengusaha kaya drpd rakyat umumnya dl indo ini tdk ada atau tdk bersatu apa salahnya masing lg cth seandainya aceh merdeka ia akan punya apbn sendiri bnpb sendiri dll tdk teralienasi spt skrg hidup sementara di dunia tp kok terlalu disakralkan persatuan yg toh mmg tak mmbuat bahagia kenyataannya dihati kita jg sdh tdk ada persatuan lg fenomenanya org sdh selamatkan diri masing dan kelgnya saja,Positif,2,4,541,87
saatnya ganti presiden,Netral,1,0,27,4
ya tuhan dominasi aji mumpung kebablasan ber jama ah mewabah semakin parah,Negatif,0,-1,81,13
lha ribut antek asing tapi jalan trus kenegara asing kocak bukan omon gituuuuhhh,Negatif,0,-3,85,12
tempo oh tempo,Netral,1,0,15,3
makin terasa bau asin autoratarian rejim jangan suka nyinyir ya nanti masuk hotel prodeo lho nyala lampu demokrasi sudah makin meredup di negeri konoha,Netral,1,0,160,25
sayang banget sama kalian ikut terharu dengan progress podcast ini ngikutin dari awal podcast masih sederhana sampe skg kameranya bagus ada studio khusus sehat yaa,Positif,2,1,170,25
antek asengnya siapa coba negara bisa pny utang sebanyak itu aja apa ga bahaya kalo sampe galbay apa gak tergadai kan negeri ini pemerintah sendiri kali anteknya,Negatif,0,-3,168,27
ngglandang carang soko pucuk anglepeti daging kang waras,Netral,1,0,64,7
wowo lagi omon omon,Negatif,0,-2,20,3
antek asing ke rakyatnya yes man ke pemimpin negara lain,Negatif,0,-2,56,10
negara terlalu banyak lembaga,Netral,1,0,30,4
antek asingpun pada protes hayo loh,Negatif,0,-1,45,6
negeri dengan paradoks termasuk pemimpinnya,Netral,1,0,54,7
pecelele nyimak,Netral,1,0,15,2
ini adalah ide untuk memuluskan jalan dua periode,Netral,1,0,55,8
cukup periode tuk presiden prabowo,Netral,1,0,36,6
termasuk propaganda media tempo,Negatif,0,-1,31,4
kalau sikap si wowo itu disengaja berarti dia pemimpin fasis otoriter kalau itu tidak disengaja berarti dia mengidap delusional persecution complex sama kek penghuni bumi ceper yang percaya ada elit global yang selalu menzolimi kesimpulannya apapun alasannya si wowo tidak layak jadi pemimpin,Negatif,0,-2,301,43
rezim paranoid sih wataknya sih halu parah mulai pikun,Negatif,0,-2,65,8
dana daerah dipotong tp bikin badan baru terus,Netral,1,0,48,9
ingat tidak ada suatu negara di dunia ini yg kepemerintahanya tampa rakyat maka lbh bijaklah dlm mengambil keputusan semakin rakyat di tekan maka rakyat akan semakin melawan karena jika kemarahan rakyat sdh tak terbendung lagi hanya tggl menunggu waktu aja kemarahan itu akan pasti akan meletus naudzubillah hal itu sangat berbahaya buat kedaulatan bangsa lagi dan lagi yg jd korban rakyat kecil kita smua pasti berharap hal itu tdk akan pernah terjadi semoga indonesia baikbaik saja aman tentram dan dijauhkan dr segala musibah,Positif,2,3,536,82
neo orde baru,Negatif,0,-1,13,3
pemerintah sempol,Netral,1,0,17,2
cica kurusan makin cantik,Netral,1,0,28,4
kok doyan banget seh bilang antek asing tuh pejabat konoha sendiri yg bikin negara ini tidak maju krn korupsi,Negatif,0,-3,114,20
antek asing dituduhkan ke rakyat lhaaaa dia sendiri ngomong doang kerjanya ke negara asing,Negatif,0,-3,97,13
aneh baca komen nitizen ini pemerintah mewaspadain anteng asing disalahkan giliran asing menanamkan modalnya keindonesia dan membawa pekerjanya keindonesia protes dibuat aturan agar itu tidak terjadi asing masuk malah protes waras berpikir donk nitizen kita hrs waspada dgn kepentingan asing waspada dgn amerika waspada dgn china dgn kepentingan mrka diindonesia ini agar indonesia ini tidak bergantung dgn asing lagi,Negatif,0,-7,419,54
jaman mulyono kritikus di labeli teroris cingkrang anti pancasilais jaman si omon kritikus di labeli antek asing betul betul pemimpin yg otoriter dia pikir kerjanya beres padahal mlegedes,Negatif,0,-6,199,28
antek asong,Negatif,0,-1,11,2
nyimak,Netral,1,0,6,1
antek asing a itu tidak sing itu nyanyi jadi antek yg tidak bisa nyanyi bisanya omon aja,Negatif,0,-3,94,15
kalo uu anti antek genk solo boleh nie,Negatif,0,-2,42,9
investor aseng may be,Negatif,0,-1,24,5
podcast podcast,Netral,1,0,18,3
hukum wajib berlaku buatt org biasa aja kocakk,Netral,1,0,47,8
yang bilang antek asing malah penjilat trump,Negatif,0,-4,47,8
prabowo termul,Netral,1,0,16,2
boomer taunya cuma oseng oseng aja,Netral,1,0,34,5
hiduuup prabroroooo,Netral,1,0,24,2
wadoohh sepertinya presiden kita ini mengidap sindrom megalomania tidak sampai tahun bisa hancur negara ini,Negatif,0,-1,121,16
presiden anti asing rajin keluar negri tempat asing asing berada pidato panjang lebar di negara asing peralatan militer di beli di negara asing saling kerjasama dengan negara asing,Negatif,0,-7,190,33
masuk bayar macet ditanjakan mau mandi air hangat bayar lagi padahal dulu masuk tok yg bayar,Netral,1,0,93,14
ada tipe manusia didunia ini antek aseeng antek oslo,Negatif,0,-2,62,12
penjilat asing,Negatif,0,-2,20,3
wapres ganti pak mahfud md aja bisa ga sih,Netral,1,0,44,10
bukan prabowo aja yang was was dengan antek asing banyak pemimpin baik sudah naik atau belum naik was was negara di selatan utara timur jauh dan barat semua was was dengan langkah indonesia,Negatif,0,-2,192,33
antek mulyono lebih berbahaya,Negatif,0,-3,33,5
saya sebenarnya ada,Netral,1,0,23,4
hanya tempo yg benar jujur saat ini nyata dan apa adanya keren,Netral,1,0,69,13
antek aseng yg gak masuk kelompoknya,Negatif,0,-2,37,6
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
bukannya buat program mensejahterakan rakyat mencipt lap kerja malah cuman mau mempertshsnkan kekuasaan,Positif,2,1,105,13
dah pikun,Negatif,0,-1,10,2
perlu dilihat fakta dan data lebih mendalam serta statistik sumber dari berbagai perspektif,Netral,1,0,93,13
kepercayaan rakyat dulu bangun klo rakyat aja pesimis gimana,Netral,1,0,61,9
antek asing nomor satu di negara ini ya dia sendiri,Negatif,0,-2,51,10
antek asing laaa presiden e jg produk asing propaganda mbessss,Negatif,0,-1,68,7
gmn dg ijazah jokowi min sama lippo berkuasa min,Netral,1,0,48,8
mbak cica tambah ayu,Netral,1,0,25,5
prabowo presiden omon omon dan paling hobi ke luar negeri,Netral,1,0,58,9
antek aing omongkosong prawowo,Negatif,0,-1,30,4
tks tempo yg selalu memberi pencerahan dan mencerdaskan bangsa dgn resiko yg tdk kecil,Netral,1,0,87,13
aduuh berani bngt tempo,Positif,2,1,26,4
menurut bennix tempo adalah antek asing benarkah,Negatif,0,-2,50,7
untuk tempo bikin lagi dong video investigasi dines lingkungan nya selain bocor alus saya juga penonton setia dines lingkungan milik tempo,Negatif,0,-1,146,25
siapa itu jos soros bung,Negatif,0,-1,25,5
naif sekali kita dalam bernegara kalo mengaggap propaganda asing itu tidak ada dan tidak penting yg terjadi sekarang propaganda dan kontrol narasi itu alat perang termurah dan terefektif untuk membuat kekacauan dalam sebuah negara contoh terbaru iran,Negatif,0,-5,255,37
saya jadi teringat waktu jaman orba orde baru masyarakat selalu ditakut takuti dengan istilah bahaya laten pki,Negatif,0,-1,114,15
wowo hidup jokowi,Negatif,0,-1,20,4
mau enak berkuasa tanpa gangguan dan kritik atau sudah tau musuh negara yg nyata tapi gak berani,Negatif,0,-2,98,17
menurut keyakinan saya kita di suruh mengutamakan nasionalisme ditengah himpitan ekonomi pengangguran makin tinggi rupiah melemah biaya hidup makin mahal tekanan krisis ekonomi global yg pemerintah pun mungkin tak mampu hadapi korupsi yg makin ekstrem kemiskinan ekstrem dan birokrasi yg semakin koruptif propaganda antek asing adalah bentuk lain dari nasionalisme sesat para penguasa,Negatif,0,-2,390,52
aku ingin terbang bebas di angkasa hai antek antek asing,Negatif,0,-3,60,10
role para aktor podkas podkes ini mbak cica minyak mas rikang kompor mas hussein sapu nyapuin mulu dari tadi,Netral,1,0,114,18
impian terbesarnya adalah masa kampanye yang terus menerus,Netral,1,0,59,7
amerika israel sdh mlecehkan pbb mreka mbuat tipu damai di gaza byk yga mau ikuti jgn sampai jadi antek amerika israel di gaza buktikan kdamaian di gaza anggaran nya jgn sampe sia,Negatif,0,-5,198,37
zaman orba kalo gak sejalan dgn pemerintah di bilang pki komunis skrg di pemerintshan prabowo berbeda aja dgn pemerintah adalah antek asing musuh bersama,Negatif,0,-5,160,25
ktp indonesia di bocorkan ke asing,Negatif,0,-1,38,6
paradox prabowo dan solusinya,Netral,1,0,29,4
gw sih yakin rezim prabowo ini bkln sama kelakuan nasibnya kyk mertuanya ayoo paaakk segera berlakukan semua uu yg merepresi kebebasan berpendapat agar bpk bs jln lg ke yordania,Positif,2,1,182,30
kemudian beliau mesra sama kakek trump hipokrit ga ya,Negatif,0,-1,59,9
dikit antek asing dr dulu,Negatif,0,-2,32,5
hari gini masih percaya para gerombolan pejabat konoha,Netral,1,0,70,8
semoga panjang umur sehat selalau tetap semangat menyuarakan kebenaran kejujuran keadilan walaupun pahit,Positif,2,1,114,16
wowo ngomong asing tiap bulan ke luar negeri otak ya dimana,Negatif,0,-2,60,11
selama satu dekade pemerintahan jokowi berkembang pola sistematis berupa propaganda stigmatisasi dan labelisasi terhadap kelompok maupun individu yang kritis terhadap kebijakan pemerintah kritik tidak dihadapi melalui perdebatan kebijakan yang rasional melainkan dibingkai sebagai ancaman ideologis dan sosial berbagai label dilekatkan secara serampangan kepada para pengkritik antara lain wahabi pendukung khilafah hti fpi radikal ekstremis teroris intoleran kadrun yaman imigran hingga tuduhan sebagai kelompok anti pancasila anti nkri dan anti bhinneka tunggal ika label label tersebut bukan berfungsi untuk menjelaskan realitas melainkan untuk membunuh legitimasi kritik dan menciptakan ketakutan di ruang publik memasuki pemerintahan prabowo pola ini tidak menghilang melainkan berubah wajah stigmatisasi tidak lagi berpusat pada isu agama atau ideologi domestik tetapi bergeser ke narasi ancaman asing kritik terhadap kebijakan pemerintah kerap dilabeli sebagai ulah antek antek asing lsm bayaran agenda global atau propaganda asing yang dianggap mengganggu kedaulatan nasional meski narasinya berbeda esensinya tetap sama kritik dipersonalisasi dan dicurigai bukan dibantah secara substansial,Negatif,0,-11,1239,149
jaman orba klo ada yg berlawanan dg pemerintah akan dibilang antek pki sekarang kalau ada yg ingin makzulkan fufufafa akan dituduh antek asing,Negatif,0,-5,149,23
saya hanya rakyat kecil begini terserahlah apa maunya penguasa,Netral,1,0,62,9
narasi antek asing hny utk melabeli lawan politik dan rkyt kritis thd jokowi,Negatif,0,-1,78,14
antek asing digiring padahal lingkaranmya melebihi antek asing,Negatif,0,-4,66,9
sejak lama prabowo secara konsisten membangun citra dan personal branding sebagai representasi nasionalisme sejati dalam konstruksi politik semacam ini nasionalisme selalu membutuhkan lawan dan asing menjadi antitesis yang paling efektif prabowo sangat menyadari bahwa nasionalisme adalah aset politik terbesarnya karena itu dibangunlah kerangka berpikir yang sederhana namun kuat secara emosional pemerintah nasional dan patriotik pengkritik pro asing atau kepanjangan tangan kepentingan asing kritik ancaman terhadap kedaulatan negara kerangka ini bukan ditujukan untuk memperkaya perdebatan kebijakan melainkan untuk mendeligitimasi kritik sejak awal bahkan sebelum substansinya dibahas,Negatif,0,-1,718,90
yaa allah bimbinglah bapak prabowo subianto dalam menjalankan tugasnya sebagai presiden indonesia wujudkan semua keinginan dan cita citanya untuk kebaikan bangsa dan rakyat indonesia dan lindungilah dia dari segala mara bahaya dan kejahatan yang datang kepadanya dan singkirkan orang yg tidak setia kepada negara dan rakyat indonesia i president prabowo subianto,Negatif,0,-1,372,51
titit titit,Netral,1,0,12,2
pemerintah indonesia sok membatasi isi media sosial tapi gagal melindungi data warga negaranya sendiri,Netral,1,0,104,14
ngomong antel asing mulu padahal mungkin antek asingnya ada di pemerintahan dan lembaga negara kalo cuma ngomong antek asing doang tapi tak melakukan apa apa ya cuma omon omon doang,Negatif,0,-7,184,30
pki sebagai propaganda musuh bersama ga dimention nih,Negatif,0,-3,60,9
di setiap negara pasti ada pemain penting yang mengendalikan hanya orang yang tolol coba mengaliihkan opini kritis boleh tapi gunakan logika antek asing seperti china amerika inggris para oligarki kelas kakap pasti berperan penting dalam politik,Negatif,0,-2,261,36
ada penampakan jin di belakang hussein hiyyyyaaa,Netral,1,0,53,7
pen kentut gua denger si omon ngedumel,Negatif,0,-1,39,7
orang yg suka teriak antek asing padahal dia sendiri yg penjilat asing,Negatif,0,-3,74,11
propaganda asing yg sy pahami adalah menyebarkan hal terkait kepentingan asing ideologi asing apskah agama yg berasal dari luar negeri termasuk kedalam penyebaran propaganda asing,Negatif,0,-4,182,23
bagus,Positif,2,1,5,1
bukannya introspeksi malah teriak antek asing wowo dodol,Negatif,0,-4,59,8
buruk muka cermin di belah itulah wowo,Negatif,0,-1,38,7
selama ini aku juga berpikiran hal yang sama selalu yg disalahkan asing padahal salah mereka sendiri,Negatif,0,-2,101,16
sebelum belum indonesia,Negatif,0,-1,33,4
animal farm animal farmmm,Netral,1,0,25,4
akhirnya labelisasi ini dibahas oleh tempo,Netral,1,0,44,6
semakin represif makin savage para tenryubito ini,Netral,1,0,52,6
teriak antek asing tapi bolak balik ngemis ke asing intinya prabowo ingin orba jilid,Negatif,0,-5,88,15
susal ngomong sama orang hidup menara gading udah dimenara gading dalam gelembung juga,Netral,1,0,87,13
ah antek aseng face blue smiling btw antek asing itu barat atau timur,Negatif,0,-4,74,11
lebih baik antek asing daripada koruptor pribumi,Negatif,0,-2,49,7
siapa disini yg jd bagian angkat tangan jangan malu coy,Negatif,0,-2,64,12
dan wowo adalah antek jokodok,Negatif,0,-2,31,6
bahas donk anomali antara evisiensi dan kenyataan nya,Netral,1,0,54,8
sampai kapan memerangi antek asing rakyat keburu nyungsep,Negatif,0,-2,61,8
gini klo negara di pimpin oleh org yg sdh lansia semangatnya tinggi berkobar kobar tp prakteknya nol so taiii kucing woo,Netral,1,0,126,20
tempo mencerdaskan dgn analisa yg netral dan terbuka,Netral,1,0,52,8
gara gara nonton film herman goering kayaknya,Netral,1,0,46,7
owo demen omon hai antek asing pdhl slm ini yg mnjd antek asing maupun aseng adl penguasa sndiri mngatas namakan demi rakyat demen ngutang ngemis bantuan investasi kerjasama ke asing impor ugal an shg bnyak usaha yg bangkrut krn dibanjiri barang import yg murah tega mnyengsarakan rakyatnya dg membuat regulasi kbijakan yg mnguntungkan asing sbaliknya merugikan mnyengsarakan rakyat negara demen jalan ke luar negeri pernah kabur ke luar negeri halah itu cm akal an rezim skrg kembali mau otoriter shg anti alergi kritik dg membungkam para aktivis suara kritis yg dituduh sbg antek asing paradox kontradiksi,Negatif,0,-14,638,101
metode prbw ni dulu putri moh hatta jg dcatut jd pendri g r ndr,Netral,1,0,75,13
simple aja bagi mr paradoks siapa pun yg ber seberangan dengan dia adalah antek asing bagi yg bisa ngasih utang di anggap bestie face purple crying,Negatif,0,-1,157,19
betul indonesia itu undervalue maka nya mahu di turunkan lebeh rendah lagi nilai rupeeah jadi per usd biar antek asing bisa masuk menguasai aset negara dgn murah udah mantap lah ni,Negatif,0,-1,206,33
rezim propaganda bikin uu propaganda,Negatif,0,-2,36,5
antek asing antek asing ditujukan buat rakyat yg kritik atau pada orang orang sekeliling dia sendiri pak presiden ini yg jelas rakyat sendiri yg diasingkan dianggap tinggal ngontrak di negeri sendiri oleh kalian yg menjabat,Negatif,0,-4,233,36
lantas nanti pandji dilabeli antek asing,Negatif,0,-2,44,7
aku melihat yg paling berbahaya itu adalah para pejabat pemerintah eksekutif yang korup termasuk pejabat legislatif dan pejabat yudikatifnya faktanya memang begitu fakta itu tak terbantahkan terkatung katungnya pembahasan uu perampasan aset adalah salah satu indikatornya antek asing tidak akan mampu berbuat apa apa jika pimpinan dan para pejabatnya tidak berjiwa korup,Negatif,0,-6,378,50
itu dengan trump ngapain,Negatif,0,-1,25,4
gak menarik hanya manrik kalau menyangkut berita jokowi doang,Netral,1,0,63,10
close enough welcome back kementerian penerangan,Netral,1,0,49,6
agar aman dari antek asing sebaiknya tinggal di surga saja,Negatif,0,-1,61,11
saatnya nonton potkas bocor alus,Negatif,0,-1,32,5
dia yg sohiban sm si trump malah telponan sm anaknya segala lah dia juga yg tereak antek asing,Negatif,0,-3,103,19
kopkamtib coming soon kritik apapun akan dianggap menentang negara,Negatif,0,-1,69,10
apa cuma gw yang merasa kalau sibapak tersebut secara kreatif agak ngikutin beberapa teknik nya pak de trump,Negatif,0,-1,114,18
ciee ganti layout ruangan baruu aku bru liat maapkeun penonton baruu,Netral,1,0,68,11
setuju dgn analysis dan pendapat tempo team rikang hussein chicha anda brilliant peace from australia,Positif,2,2,109,15
antek asing is the new kadrun,Negatif,0,-2,33,6
pesimis lima thn cuma habis tnga buat urusan yg buat rakyat tambah sengsara omon,Negatif,0,-1,84,15
antek asing memang musuh bersama karena merupakan musuh dalam selimut perlu program counter intelijen yang mumpuni untuk menangkap mereka tanpa itu semua akan sia sia saja,Negatif,0,-5,175,26
maaf jika komentar ini sedikit diluar konteks video ini jujur narasi antek antek asing ini mirip mirip seperti yang narasi yang dibilang oleh pemerintah iran disaat demo demo di awal awal tahun ini yang dimana mereka bilang kalau semua demo demo tersebut dibiayai oleh antek antek asing demo iran disini itu sebenarnya murni karena keresahan masyarakat terhadap perekonomian yang semakin menurun kalaupun misal kedepannya ada bukti kalau ada antek antek asing yang memengaruhi demo di iran itupun juga tidak semua orang orang yang melakukan demo tersebut dan hanya sebagian kecil yang terpengaruh oleh antek antek asing,Negatif,0,-14,626,87
benci bgt sama yg dikit bilang teroris yaman dikritik dikit langsung bilang gt,Netral,1,0,81,13
pemerintah sangat parah,Negatif,0,-1,24,3
bukan antek asing yg pasti antek dalam kabinet prabowo sendiri bilang antek asing cuma pengalihan isu aja,Negatif,0,-6,105,17
bantuan antek aseng hutang investor aseng,Negatif,0,-3,45,8
gw org pertama yg di labeli antek asing sama rezim gemoyyy jg ngga masalah antek asing itu org yg kritis dgn kegilaan rezim mulyono dan gemoy emak emak yg kritik isi mbg anaknya jg antek asing hidup antek asing,Negatif,0,-11,220,38
tempo the real antek asing dan didanai asing,Negatif,0,-3,44,8
gimana ya tempo sahamnya dimiliki soros trus bahas antek asing,Negatif,0,-3,70,11
fransisca langsing sekarang nambah cantiknya,Netral,1,0,44,4
anti antek asing tapi hutangnya ke asing sumber daya alam banyak di kuasai asing bahkan di morowali sampai ada istilah negara dalam negara karna disana ada ribuan pekerja asing bandara asing,Negatif,0,-7,197,32
antek aseng ini narasi yg bahaya,Negatif,0,-3,32,6
klo dulu komunis jd propaganda skrg antek asing jd ingat alm chairman mao melalui revolusi budaya mirip spy melangengkan kekuasaan chairman mao,Negatif,0,-3,151,23
siapa yang akhir ini ngomong antek asing ya si sjafrie tentara gagal,Negatif,0,-2,79,12
antek asing antek asing musuh negara ini koruptor dan pejabat ijazah palsu,Negatif,0,-6,75,12
rezim kosong dan otoriter menjijikkan,Negatif,0,-2,44,5
ndak ada antek asing yang ada antek prabowo d jokowi ingat rakyat indonesia tdak takut dg tentara asing yg berbahaya musuh dlm selimut,Negatif,0,-6,138,21
rakyat ada yg di tuduh antek asing padahal bos nya temennya,Negatif,0,-2,68,11
biasanya pemerintah yg korup selalu ngeles antek asing,Negatif,0,-3,57,8
dari zaman ke zaman gitu aja mainannya penguasa rezim orla melabeli lawan politik dg nekolim rezim orba main istilah subversif buzzer rezim jokowi menggunakan label hti fpi radikal sekarang prabowo pakai istilah antek asing,Negatif,0,-4,231,34
harusnya podkas ini judulnya upaya prabowo melenyapkan tempo,Netral,1,0,63,9
kekuatiran yang berlebihan atau lebay menguruslah negara yang benar untuk rakyat,Netral,1,0,83,11
setau saya biasanya musuh bersama dibuat untuk mempersatukan kekuatan dan mengalihkan perhatian dari masalah sebenarnya nah kl omongannya ngak konsisten dengan kejadian dilapangan menurut keyakinan saya alasan ke yg lbh kuat,Negatif,0,-2,229,32
makin kesini makin ambaradul aja ini negara,Netral,1,0,43,7
ternyata paradoksnya sudah muncul,Netral,1,0,41,4
cica mylopp cantik bangettt hari ini,Netral,1,0,37,6
heeey tempo bukannya kalian juga adalah antek asing kan kalian adalah anak buah george soros si yahudi itu,Negatif,0,-3,110,16
pemerintah ibarat maling teriak maling,Negatif,0,-3,38,5
venezuela hancur karena antek asing iran terjadi huru hara juga karena antek asing bedanya iran menangani hal tersebut dengan tegas pemerintahannya bersatu dan militernya kuat,Negatif,0,-6,176,25
coba tanya yusril pantaskah membuat draf uu macam begini dia itu prof htn loh masak cuma segitunya saja,Netral,1,0,116,18
inkonsisten presiden republik indonesia sudah mendarah daging dan kebiasaan tapi naif inilah ciri larut lalu hanyut,Netral,1,0,121,17
prabowo apakah sedang menunjukan bakti kepada mantan mertuanya,Netral,1,0,65,9
pertanyaan nya yg lebih berpotensi tuk jadi antek asing itu dr kalangan kekuasaan pejabat atau kalangan rakyat biasa masyarakat,Negatif,0,-2,138,18
yusril nggak kaget,Netral,1,0,26,2
salah sendiri yang begitu kita jadikan presiden kan repot sekarang,Negatif,0,-1,67,10
disebutkan beliau mengaku belajar dari menteri propaganda adolf hitler,Negatif,0,-1,70,9
begitu uu ini kalau nantinya disahkan pertama kali yg diproses hukum mungkin para jurnalis dr tempo khususnya bocor alus,Negatif,0,-1,122,19
ancamannya bukan antek asing tapi program prabowo itu sendiri,Negatif,0,-2,65,10
wapresnya juga kocak,Netral,1,0,20,3
antek asing buat hanya warga sipil yg mengkritik,Negatif,0,-2,55,10
itu karena kalian dpt sumbangan dana dari si soros itu menurut seorg konten creator,Negatif,0,-1,84,14
kok mirip sekali dengan hitler mussolini stalin mao tse tung dan semuanya diktator semoga tuhan melindungi indonesia dari kebodohan dan keserakahan segelintir orang yg mengaku pemimpin,Positif,2,1,190,27
jangan jangan omon omon itu adalah antek asing yang sesungguhnya,Negatif,0,-6,64,10
jokowei luhutwei adalah antek asing nyat,Negatif,0,-2,42,7
itu isu indonesia pecah pernah lewat di fb gue disitu berisi dengan tidak efektifnya pemerintah menangani bencana aceh dan upaya memaksa papua dan kalimantan menjadi kebun sawit serta penerbitan kuuhp di tahun ke indonesia akan pecah gak tau dah itu benar ato enggak tapi jangan sampai terjadi,Negatif,0,-2,303,49
cm omon omon yah saya sih kaga milih dia gak berguna cm cari kambing kesalahan,Negatif,0,-2,79,15
takut amat ama kritik,Negatif,0,-2,21,4
ada kok youtuber yg jualan kelas saham juga dikit bilang antek asing apalagi ke media yg berani macam tempo mungkin,Negatif,0,-1,122,20
siapa hayo bukan hanya antek asing tapi anteknya trump,Negatif,0,-4,66,12
manisnya negriku yg diperkosa sampe ke smpas ampasnya,Netral,1,0,53,8
hebat presidenku mantan pangkostrad dan danjen kopasus strateginya luar biasa ayo tempo demi kebaikn bangsa terus kritis yg konstruktif tidak hanya modal niat baik saja tetapi harus lebih bijaksana selamat berjuang,Positif,2,3,227,33
trima kasi tempo membongkar kelicikan kelompok tertentu,Netral,1,0,55,7
wih setup baru,Netral,1,0,14,3
rezim omon omon adalah kelanjutan dari rezim otoriter orde baru dan rezim gorong gorong munculah rezim neo orde baru selamat datang indonesia jutaan kaum intelektual indonesia diam karena kita tidak punya jiwa patriotisme untuk meruntuhkan rezim penjajah ini karena semua orang menyelamatkan diri masing masing dan indonesia ini sesungguhnya sudah tidak ada karena elit politik pejabatnya oligarkinya adalah agen asing yang tidak peduli rakyat yang rakyat indonesia miskin lebih parah dari pemerintahan hindia belanda,Negatif,0,-6,523,74
asli presiden halu,Netral,1,0,18,3
kasih cermin,Positif,2,1,15,3
kasian rakyat indonesia gua mah,Netral,1,0,34,5
simonokotil ini emang agak laen,Netral,1,0,31,5
klo kau wartawan kerjaan kau bertanya bukan hanya duduk nunggu berita,Netral,1,0,70,11
